date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:56:07	363833/363833	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:04:00%20GMT	https://www.w3schools.com/html/html_form_input_types.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_form_input_types.html	(from https://www.w3schools.com/html/html_intro.asp)
12:57:06	354840/354840	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:24:34%20GMT	https://www.w3schools.com/html/html_form_attributes.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_form_attributes.html	(from https://www.w3schools.com/html/html_intro.asp)
12:57:06	347887/347887	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:57:29%20GMT	https://www.w3schools.com/html/html_forms.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_forms.html	(from https://www.w3schools.com/html/html_intro.asp)
12:57:06	344451/344451	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:13:06%20GMT	https://www.w3schools.com/html/html_forms_attributes.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_forms_attributes.html	(from https://www.w3schools.com/html/html_intro.asp)
12:57:06	350431/350431	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:09:05%20GMT	https://www.w3schools.com/html/html_form_elements.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_form_elements.html	(from https://www.w3schools.com/html/html_intro.asp)
12:58:05	350302/350302	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:54:17%20GMT	https://www.w3schools.com/html/html_images.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_images.html	(from https://www.w3schools.com/html/html_intro.asp)
12:58:06	347876/347876	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:12:22%20GMT	https://www.w3schools.com/html/html_images_imagemap.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_images_imagemap.html	(from https://www.w3schools.com/html/html_intro.asp)
12:58:06	342655/342655	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:04:44%20GMT	https://www.w3schools.com/html/html_images_background.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_images_background.html	(from https://www.w3schools.com/html/html_intro.asp)
12:58:07	339906/339906	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:24:29%20GMT	https://www.w3schools.com/html/html_table_padding_spacing.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_table_padding_spacing.html	(from https://www.w3schools.com/html/html_intro.asp)
12:59:05	340306/340306	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:14:03%20GMT	https://www.w3schools.com/html/html_table_colspan_rowspan.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_table_colspan_rowspan.html	(from https://www.w3schools.com/html/html_intro.asp)
12:59:06	343732/343732	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:58:57%20GMT	https://www.w3schools.com/html/html_colors.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_colors.html	(from https://www.w3schools.com/html/html_intro.asp)
12:59:06	347572/347572	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:08:41%20GMT	https://www.w3schools.com/html/html_layout.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_layout.html	(from https://www.w3schools.com/html/html_intro.asp)
12:59:06	338910/338910	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:37:29%20GMT	https://www.w3schools.com/html/html_links_bookmarks.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_links_bookmarks.html	(from https://www.w3schools.com/html/html_intro.asp)
12:59:06	342264/342264	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:53:56%20GMT	https://www.w3schools.com/html/html_editors.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_editors.html	(from https://www.w3schools.com/html/html_intro.asp)
12:59:07	341387/341387	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:55:07%20GMT	https://www.w3schools.com/html/html_basic.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_basic.html	(from https://www.w3schools.com/html/html_intro.asp)
12:59:08	344539/344539	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:55:12%20GMT	https://www.w3schools.com/html/html_elements.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_elements.html	(from https://www.w3schools.com/html/html_intro.asp)
12:59:08	348129/348129	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:57:28%20GMT	https://www.w3schools.com/html/html_attributes.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_attributes.html	(from https://www.w3schools.com/html/html_intro.asp)
12:59:08	340993/340993	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:57:24%20GMT	https://www.w3schools.com/html/html_headings.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_headings.html	(from https://www.w3schools.com/html/html_intro.asp)
12:59:08	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Oct%202024%2005:59:07%20GMT	https://www.w3schools.com/html/React.js	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/React.ab.delayed	(from https://www.w3schools.com/html/default.asp)
12:59:09	342863/342863	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:58:10%20GMT	https://www.w3schools.com/html/html_paragraphs.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_paragraphs.html	(from https://www.w3schools.com/html/html_intro.asp)
13:00:09	342524/342524	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:55:04%20GMT	https://www.w3schools.com/html/html_styles.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_styles.html	(from https://www.w3schools.com/html/html_intro.asp)
13:00:09	345642/345642	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:59:25%20GMT	https://www.w3schools.com/html/html_formatting.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_formatting.html	(from https://www.w3schools.com/html/html_intro.asp)
13:00:10	344159/344159	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:02:56%20GMT	https://www.w3schools.com/html/html_quotation_elements.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_quotation_elements.html	(from https://www.w3schools.com/html/html_intro.asp)
13:00:10	340513/340513	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:58:58%20GMT	https://www.w3schools.com/html/html_comments.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_comments.html	(from https://www.w3schools.com/html/html_intro.asp)
13:01:10	349354/349354	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2002:55:53%20GMT	https://www.w3schools.com/html/html_css.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_css.html	(from https://www.w3schools.com/html/html_intro.asp)
13:01:10	347476/347476	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:16:37%20GMT	https://www.w3schools.com/html/html_colors_rgb.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_colors_rgb.html	(from https://www.w3schools.com/html/html_intro.asp)
13:01:11	350056/350056	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:26:46%20GMT	https://www.w3schools.com/html/html_colors_hsl.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_colors_hsl.html	(from https://www.w3schools.com/html/html_intro.asp)
13:01:11	342391/342391	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:20:17%20GMT	https://www.w3schools.com/html/html_colors_hex.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_colors_hex.html	(from https://www.w3schools.com/html/html_intro.asp)
13:02:12	339664/339664	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:20:10%20GMT	https://www.w3schools.com/html/html_links_colors.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_links_colors.html	(from https://www.w3schools.com/html/html_intro.asp)
13:02:13	340889/340889	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:25:48%20GMT	https://www.w3schools.com/html/html_images_picture.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_images_picture.html	(from https://www.w3schools.com/html/html_intro.asp)
13:02:13	339763/339763	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:03:33%20GMT	https://www.w3schools.com/html/html_favicon.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_favicon.html	(from https://www.w3schools.com/html/html_intro.asp)
13:02:13	338154/338154	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:14:28%20GMT	https://www.w3schools.com/html/html_page_title.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_page_title.html	(from https://www.w3schools.com/html/html_intro.asp)
13:03:12	342408/342408	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:16:33%20GMT	https://www.w3schools.com/html/html_table_sizes.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_table_sizes.html	(from https://www.w3schools.com/html/html_intro.asp)
13:03:12	345549/345549	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:25:01%20GMT	https://www.w3schools.com/html/html_table_styling.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_table_styling.html	(from https://www.w3schools.com/html/html_intro.asp)
13:03:13	343803/343803	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:33:25%20GMT	https://www.w3schools.com/html/html_table_colgroup.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_table_colgroup.html	(from https://www.w3schools.com/html/html_intro.asp)
13:03:13	338702/338702	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:47:22%20GMT	https://www.w3schools.com/html/html_lists_other.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_lists_other.html	(from https://www.w3schools.com/html/html_intro.asp)
13:03:13	345513/345513	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:09:57%20GMT	https://www.w3schools.com/html/html_classes.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_classes.html	(from https://www.w3schools.com/html/html_intro.asp)
13:03:14	344209/344209	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:18:27%20GMT	https://www.w3schools.com/html/html_id.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_id.html	(from https://www.w3schools.com/html/html_intro.asp)
13:04:13	343169/343169	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:03:00%20GMT	https://www.w3schools.com/html/html_iframe.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_iframe.html	(from https://www.w3schools.com/html/html_intro.asp)
13:04:13	341866/341866	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:18:17%20GMT	https://www.w3schools.com/html/html_scripts.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_scripts.html	(from https://www.w3schools.com/html/html_intro.asp)
13:04:13	340029/340029	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:17:38%20GMT	https://www.w3schools.com/html/html_filepaths.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_filepaths.html	(from https://www.w3schools.com/html/html_intro.asp)
13:04:14	349417/349417	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:13:30%20GMT	https://www.w3schools.com/html/html_head.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_head.html	(from https://www.w3schools.com/html/html_intro.asp)
13:04:23	350845/350845	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2014%20Oct%202024%2006:04:13%20GMT	https://www.w3schools.com/html/html_responsive.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_responsive.html	(from https://www.w3schools.com/html/html_intro.asp)
13:04:24	354857/354857	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:40:44%20GMT	https://www.w3schools.com/html/html5_syntax.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html5_syntax.html	(from https://www.w3schools.com/html/html_intro.asp)
13:04:24	343546/343546	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:21:50%20GMT	https://www.w3schools.com/html/html_computercode_elements.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_computercode_elements.html	(from https://www.w3schools.com/html/html_intro.asp)
13:04:24	353143/353143	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:11:45%20GMT	https://www.w3schools.com/html/html5_semantic_elements.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html5_semantic_elements.html	(from https://www.w3schools.com/html/html_intro.asp)
13:04:24	344342/344342	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:10:48%20GMT	https://www.w3schools.com/html/html_entities.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_entities.html	(from https://www.w3schools.com/html/html_intro.asp)
13:04:25	342829/342829	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:24:59%20GMT	https://www.w3schools.com/html/html_emojis.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_emojis.html	(from https://www.w3schools.com/html/html_intro.asp)
13:04:25	344473/344473	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:17:03%20GMT	https://www.w3schools.com/html/html_symbols.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_symbols.html	(from https://www.w3schools.com/html/html_intro.asp)
13:05:22	343105/343105	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2004:13:31%20GMT	https://www.w3schools.com/html/html_xhtml.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_xhtml.html	(from https://www.w3schools.com/html/html_intro.asp)
13:05:23	363307/363307	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:27:55%20GMT	https://www.w3schools.com/html/html_charset.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_charset.html	(from https://www.w3schools.com/html/html_intro.asp)
13:05:23	340989/340989	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2004:03:47%20GMT	https://www.w3schools.com/html/html_urlencode.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_urlencode.html	(from https://www.w3schools.com/html/html_intro.asp)
13:05:23	347678/347678	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:30:21%20GMT	https://www.w3schools.com/html/html_form_attributes_form.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_form_attributes_form.html	(from https://www.w3schools.com/html/html_intro.asp)
13:05:23	346715/346715	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:13:00%20GMT	https://www.w3schools.com/html/html5_canvas.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html5_canvas.html	(from https://www.w3schools.com/html/html_intro.asp)
13:05:24	343889/343889	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:39:54%20GMT	https://www.w3schools.com/html/html5_svg.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html5_svg.html	(from https://www.w3schools.com/html/html_intro.asp)
13:05:24	341754/341754	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:39:03%20GMT	https://www.w3schools.com/html/html_media.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html_media.html	(from https://www.w3schools.com/html/html_intro.asp)
13:05:24	344355/344355	U-----	200	untouched ('OK')	text/html	date:Mon,%2014%20Oct%202024%2003:00:01%20GMT	https://www.w3schools.com/html/html5_video.asp	D:/Sunrise%20Web/html/home%20work/www.w3schools.com/html/html5_video.html	(from https://www.w3schools.com/html/html_intro.asp)
